DepartamentoDelPredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioDelSolicitante,NumeroDeSolicitantes
Cauca,Sucre,19785,Mayor Mayor Entre 80-89 Años,4
La Guajira,Uribia,44847,NoReporta,1
Cauca,Bolívar,19100,Mayor Mayor Entre 80-89 Años,8
Huila,Saladoblanco,41660,Adulto,25
Tolima,Guamo,73319,Mayor Joven Entre 60-69 Años,6
Norte Santander,Santiago,54680,Mayor Joven Entre 60-69 Años,2
La Guajira,Maicao,44430,Mayor Mayor Entre 80-89 Años,5
Valle Del Cauca,Caicedonia,76122,Mayor Joven Entre 60-69 Años,0
Santander,Villanueva,68872,Mayor Joven Entre 60-69 Años,2
Tolima,Mariquita,73443,Mayor Adulto Entre 70-79 Años,15
Cundinamarca,Pandi,25524,Mayor Joven Entre 60-69 Años,3
Bolívar,Hatillo De Loba,13300,Nonagenario,1
Norte Santander,Chinácota,54172,Mayor Adulto Entre 70-79 Años,2
Vaupés,Pacoa,97511,Mayor Joven Entre 60-69 Años,7
Santander,Encino,68264,Mayor Joven Entre 60-69 Años,2
Caldas,Filadelfia,17272,Mayor Adulto Entre 70-79 Años,5
Caldas,Samaná,17662,NoReporta,31
Antioquia,San Rafael,05667,Nonagenario,7
Antioquia,Támesis,05789,Adulto,48
Chocó,Alto Baudó,27025,Mayor Mayor Entre 80-89 Años,4
Bolívar,Mahates,13433,Mayor Mayor Entre 80-89 Años,7
Norte Santander,Santiago,54680,Mayor Adulto Entre 70-79 Años,1
Antioquia,Rionegro,05615,NoReporta,3
Santander,Hato,68344,Mayor Mayor Entre 80-89 Años,1
Chocó,Condoto,27205,Mayor Adulto Entre 70-79 Años,5
Nariño,Ricaurte,52612,Mayor Joven Entre 60-69 Años,32
Cundinamarca,Guataquí,25324,Mayor Mayor Entre 80-89 Años,1
Santander,Galán,68296,Mayor Joven Entre 60-69 Años,2
Cundinamarca,Girardot,25307,Mayor Adulto Entre 70-79 Años,1
Chocó,El Cantón Del San Pablo,27135,Mayor Adulto Entre 70-79 Años,2
Boyacá,Pauna,15531,Mayor Joven Entre 60-69 Años,1
Huila,Aipe,41016,Adulto,14
Cundinamarca,San Bernardo,25649,Mayor Mayor Entre 80-89 Años,2
Caldas,Palestina,17524,Mayor Joven Entre 60-69 Años,2
Tolima,Murillo,73461,Mayor Adulto Entre 70-79 Años,6
Boyacá,Briceño,15106,Mayor Adulto Entre 70-79 Años,1
Risaralda,Marsella,66440,Mayor Joven Entre 60-69 Años,1
Nariño,San Lorenzo,52687,Mayor Adulto Entre 70-79 Años,5
Bolívar,Santa Rosa Del Sur,13688,Mayor Mayor Entre 80-89 Años,7
Boyacá,Sogamoso,15759,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,Nilo,25488,Mayor Joven Entre 60-69 Años,1
Sucre,Coloso,70204,Adulto,71
Magdalena,Concordia,47205,Mayor Joven Entre 60-69 Años,2
Cesar,La Gloria,20383,Nonagenario,14
Valle Del Cauca,Jamundí,76364,NoReporta,12
Córdoba,Cotorra,23300,Mayor Adulto Entre 70-79 Años,2
Huila,Iquira,41357,Mayor Adulto Entre 70-79 Años,9
Cundinamarca,Tenjo,25799,Mayor Adulto Entre 70-79 Años,1
Santander,Puente Nacional,68572,Mayor Joven Entre 60-69 Años,1
Santander,Mogotes,68464,Adulto,4
Santander,San Vicente De Chucurí,68689,Adulto Joven,1
Antioquia,Amalfi,05031,Mayor Joven Entre 60-69 Años,31
Nariño,Cuaspud,52224,Mayor Adulto Entre 70-79 Años,1
La Guajira,La Jagua Del Pilar,44420,Mayor Joven Entre 60-69 Años,4
Huila,Rivera,41615,Mayor Joven Entre 60-69 Años,8
Nariño,San Pablo,52693,Mayor Mayor Entre 80-89 Años,2
Antioquia,San Roque,05670,NoReporta,5
Santander,Guavatá,68324,Mayor Mayor Entre 80-89 Años,0
Cundinamarca,Guasca,25322,Mayor Joven Entre 60-69 Años,4
Santander,Rionegro,68615,Nonagenario,15
Cundinamarca,Guataquí,25324,Mayor Joven Entre 60-69 Años,4
Tolima,Armero,73055,Adulto,20
Sucre,Buenavista,70110,Mayor Adulto Entre 70-79 Años,6
Cundinamarca,Villapinzón,25873,Mayor Adulto Entre 70-79 Años,1
Córdoba,Tierralta,23807,NoReporta,21
Casanare,Recetor,85279,Mayor Joven Entre 60-69 Años,6
Bolívar,Barranco De Loba,13074,Mayor Mayor Entre 80-89 Años,5
Caldas,Belalcázar,17088,Mayor Joven Entre 60-69 Años,5
Cesar,González,20310,Mayor Mayor Entre 80-89 Años,1
La Guajira,La Jagua Del Pilar,44420,Mayor Adulto Entre 70-79 Años,1
Antioquia,MEDELLÍN,05001,Adulto Joven,10
Chocó,Lloró,27413,Mayor Adulto Entre 70-79 Años,1
Magdalena,Pijiño Del Carmen,47545,Adulto,5
Boyacá,Pauna,15531,Adulto,10
Boyacá,Quípama,15580,Mayor Mayor Entre 80-89 Años,2
Meta,La Macarena,50350,NoReporta,5
Antioquia,Girardota,05308,Mayor Mayor Entre 80-89 Años,3
Santander,Coromoro,68217,Mayor Adulto Entre 70-79 Años,1
Boyacá,Chivor,15236,Mayor Adulto Entre 70-79 Años,2
Valle Del Cauca,Ansermanuevo,76041,Adulto,10
Valle Del Cauca,San Pedro,76670,Mayor Adulto Entre 70-79 Años,25
Valle Del Cauca,Yotoco,76890,Adulto,11
Boyacá,Chita,15183,Mayor Adulto Entre 70-79 Años,1
Caldas,Aranzazu,17050,Adulto,2
Sucre,Sucre,70771,Mayor Adulto Entre 70-79 Años,18
Córdoba,Tuchín,23815,Mayor Mayor Entre 80-89 Años,0
Atlántico,Santo Tomás,08685,Mayor Adulto Entre 70-79 Años,1
Cauca,Bolívar,19100,Mayor Adulto Entre 70-79 Años,38
Sucre,Santiago De Tolú,70820,Mayor Mayor Entre 80-89 Años,4
Chocó,Carmen del Darién,27150,Adulto,27
Guaviare,Calamar,95015,Mayor Mayor Entre 80-89 Años,12
Antioquia,Fredonia,05282,Mayor Joven Entre 60-69 Años,1
Cundinamarca,Granada,25312,Mayor Joven Entre 60-69 Años,6
La Guajira,Maicao,44430,Mayor Adulto Entre 70-79 Años,5
Valle Del Cauca,Candelaria,76130,Mayor Mayor Entre 80-89 Años,3
Bolívar,Calamar,13140,Mayor Joven Entre 60-69 Años,29
Santander,Barrancabermeja,68081,Adulto Joven,7
Nariño,San Bernardo,52685,Mayor Adulto Entre 70-79 Años,5
Vaupés,Carurú,97161,Mayor Adulto Entre 70-79 Años,7
Cundinamarca,Junín,25372,Mayor Mayor Entre 80-89 Años,1
Boyacá,La Victoria,15401,Mayor Joven Entre 60-69 Años,1
Putumayo,San Francisco,86755,Mayor Mayor Entre 80-89 Años,5
Nariño,Túquerres,52838,Mayor Joven Entre 60-69 Años,1
Sucre,Ovejas,70508,Adulto Joven,3
Antioquia,Segovia,05736,Adulto,66
Antioquia,Campamento,05134,Mayor Mayor Entre 80-89 Años,5
Antioquia,Toledo,05819,Mayor Adulto Entre 70-79 Años,6
Santander,Chipatá,68179,Mayor Joven Entre 60-69 Años,1
La Guajira,Albania,44035,Mayor Mayor Entre 80-89 Años,3
Nariño,La Florida,52381,Mayor Mayor Entre 80-89 Años,1
Quindío,Salento,63690,Mayor Mayor Entre 80-89 Años,2
Bolívar,Pinillos,13549,Mayor Joven Entre 60-69 Años,2
Nariño,Cuaspud,52224,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,San Cayetano,25653,Mayor Joven Entre 60-69 Años,5
Caldas,Aranzazu,17050,Mayor Joven Entre 60-69 Años,1
Caldas,La Merced,17388,Mayor Mayor Entre 80-89 Años,3
Antioquia,Jardín,05364,Mayor Adulto Entre 70-79 Años,1
Nariño,Policarpa,52540,NoReporta,4
Santander,Florián,68271,Mayor Mayor Entre 80-89 Años,1
Atlántico,Piojó,08549,Mayor Mayor Entre 80-89 Años,14
Caldas,Norcasia,17495,Mayor Mayor Entre 80-89 Años,9
Antioquia,Giraldo,05306,Mayor Joven Entre 60-69 Años,1
Antioquia,Sopetrán,05761,Mayor Mayor Entre 80-89 Años,1
Antioquia,Valparaíso,05856,Mayor Joven Entre 60-69 Años,1
Boyacá,Pajarito,15518,Mayor Joven Entre 60-69 Años,7
Cauca,Almaguer,19022,Mayor Mayor Entre 80-89 Años,4
Meta,La Macarena,50350,Nonagenario,2
Cesar,Gamarra,20295,Mayor Mayor Entre 80-89 Años,7
Santander,La Belleza,68377,Mayor Mayor Entre 80-89 Años,2
Antioquia,Abejorral,05002,Mayor Mayor Entre 80-89 Años,5
Boyacá,El Cocuy,15244,Mayor Adulto Entre 70-79 Años,1
Bolívar,San Jacinto Del Cauca,13655,Mayor Mayor Entre 80-89 Años,4
Casanare,Yopal,85001,Nonagenario,3
Atlántico,Ponedera,08560,Mayor Adulto Entre 70-79 Años,2
Meta,Fuente De Oro,50287,Nonagenario,2
Caldas,Salamina,17653,Adulto,26
Cundinamarca,Chaguaní,25168,Mayor Joven Entre 60-69 Años,11
Cundinamarca,San Bernardo,25649,Mayor Adulto Entre 70-79 Años,3
Boyacá,Muzo,15480,Mayor Adulto Entre 70-79 Años,1
Norte Santander,Cachirá,54128,Mayor Mayor Entre 80-89 Años,10
Casanare,Recetor,85279,Mayor Adulto Entre 70-79 Años,3
Chocó,Medio San Juan,27450,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Gachalá,25293,Mayor Joven Entre 60-69 Años,6
Antioquia,Sopetrán,05761,Adulto,5
Cundinamarca,Quipile,25596,Mayor Mayor Entre 80-89 Años,5
Santander,California,68132,Mayor Adulto Entre 70-79 Años,2
Nariño,El Peñol,52254,Adulto,10
Nariño,La Tola,52390,Mayor Adulto Entre 70-79 Años,8
Bolívar,Arenal,13042,Mayor Mayor Entre 80-89 Años,3
Tolima,Cajamarca,73124,Adulto,36
Antioquia,Nechí,05495,Adulto Joven,3
Nariño,Ricaurte,52612,Mayor Adulto Entre 70-79 Años,14
Caldas,Marmato,17442,Mayor Joven Entre 60-69 Años,1
Antioquia,San Luis,05660,Nonagenario,11
Casanare,Paz De Ariporo,85250,Mayor Adulto Entre 70-79 Años,22
Boyacá,Jericó,15368,Mayor Adulto Entre 70-79 Años,1
Antioquia,Santa Rosa De Osos,05686,Mayor Joven Entre 60-69 Años,11
Caldas,Marulanda,17446,Mayor Adulto Entre 70-79 Años,8
Chocó,El Carmen De Atrato,27245,Mayor Adulto Entre 70-79 Años,32
Santander,Gambita,68298,Mayor Adulto Entre 70-79 Años,2
Valle Del Cauca,La Victoria,76403,Mayor Joven Entre 60-69 Años,2
Nariño,Belén,52083,Mayor Adulto Entre 70-79 Años,2
Norte Santander,El Carmen,54245,Adulto Joven,2
Cundinamarca,Tena,25797,Mayor Adulto Entre 70-79 Años,1
Cundinamarca,Venecia,25506,Mayor Mayor Entre 80-89 Años,3
Nariño,La Cruz,52378,Mayor Mayor Entre 80-89 Años,3
Norte Santander,Los Patios,54405,Adulto,15
Tolima,Saldaña,73671,Mayor Mayor Entre 80-89 Años,3
Huila,Rivera,41615,Adulto,10
Nariño,Santacruz,52699,Mayor Mayor Entre 80-89 Años,4
Huila,Paicol,41518,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,Junín,25372,Mayor Adulto Entre 70-79 Años,2
Nariño,Belén,52083,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,Ulloa,76845,Mayor Joven Entre 60-69 Años,1
Cundinamarca,Apulo,25599,Mayor Adulto Entre 70-79 Años,1
Nariño,El Peñol,52254,Mayor Adulto Entre 70-79 Años,1
Santander,San Gil,68679,Mayor Adulto Entre 70-79 Años,2
Valle Del Cauca,Guadalajara De Buga,76111,NoReporta,5
Bolívar,Mompós,13468,Mayor Adulto Entre 70-79 Años,1
Cauca,Timbiquí,19809,Mayor Adulto Entre 70-79 Años,12
Antioquia,El Bagre,05250,Centenario,2
Sucre,Galeras,70235,NoReporta,1
Boyacá,San Pablo De Borbur,15681,Mayor Mayor Entre 80-89 Años,3
Meta,Uribe,50370,Adolescencia,1
Cundinamarca,Quipile,25596,Mayor Adulto Entre 70-79 Años,8
Santander,La Belleza,68377,Mayor Joven Entre 60-69 Años,7
Cundinamarca,Villeta,25875,Mayor Joven Entre 60-69 Años,1
Santander,Florián,68271,Mayor Joven Entre 60-69 Años,2
Cundinamarca,Pandi,25524,Adulto,5
Nariño,Guaitarilla,52320,Mayor Mayor Entre 80-89 Años,1
Antioquia,Guatapé,05321,Adulto,10
Boyacá,Campohermoso,15135,Mayor Adulto Entre 70-79 Años,1
Nariño,El Tambo,52260,Mayor Adulto Entre 70-79 Años,3
Risaralda,La Virginia,66400,Mayor Joven Entre 60-69 Años,2
Boyacá,Muzo,15480,Mayor Joven Entre 60-69 Años,4
Atlántico,Manatí,08436,Mayor Adulto Entre 70-79 Años,2
Tolima,Purificación,73585,Mayor Mayor Entre 80-89 Años,6
Valle Del Cauca,Florida,76275,Nonagenario,4
Santander,Bolívar,68101,Adolescencia,1
Amazonas,Puerto Santander,91669,Mayor Adulto Entre 70-79 Años,2
Valle Del Cauca,Palmira,76520,Adulto,89
Santander,Cerrito,68162,Mayor Mayor Entre 80-89 Años,0
Antioquia,Tarazá,05790,Infancia,1
Bolívar,El Guamo,13248,Mayor Adulto Entre 70-79 Años,13
Chocó,Lloró,27413,Mayor Mayor Entre 80-89 Años,4
Valle Del Cauca,Bugalagrande,76113,Mayor Mayor Entre 80-89 Años,35
Caquetá,Valparaíso,18860,Nonagenario,6
Antioquia,Giraldo,05306,Mayor Adulto Entre 70-79 Años,2
Antioquia,Toledo,05819,Mayor Mayor Entre 80-89 Años,4
Cundinamarca,Quebradanegra,25592,Mayor Adulto Entre 70-79 Años,3
Caldas,Pensilvania,17541,Nonagenario,13
Valle Del Cauca,La Unión,76400,Mayor Adulto Entre 70-79 Años,6
Córdoba,Chinú,23182,Mayor Joven Entre 60-69 Años,1
Nariño,San Bernardo,52685,Mayor Joven Entre 60-69 Años,1
Tolima,Purificación,73585,Mayor Joven Entre 60-69 Años,13
Caldas,San José,17665,Mayor Joven Entre 60-69 Años,3
Cundinamarca,Villa De San Diego De Ubaté,25843,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Zipaquirá,25899,Mayor Adulto Entre 70-79 Años,2
Nariño,Puerres,52573,Adulto,7
Huila,Guadalupe,41319,Mayor Mayor Entre 80-89 Años,2
Cundinamarca,Bituima,25095,Mayor Mayor Entre 80-89 Años,3
Valle Del Cauca,El Cairo,76246,Adulto,17
Antioquia,Concepción,05206,Mayor Adulto Entre 70-79 Años,6
Sucre,Coveñas,70221,Mayor Joven Entre 60-69 Años,1
Cundinamarca,Arbeláez,25053,Mayor Adulto Entre 70-79 Años,4
Chocó,Nuquí,27495,Mayor Mayor Entre 80-89 Años,2
Boyacá,Zetaquira,15897,Mayor Joven Entre 60-69 Años,2
Caldas,La Dorada,17380,Mayor Mayor Entre 80-89 Años,6
Cauca,San Sebastián,19693,Mayor Adulto Entre 70-79 Años,9
Sucre,Coveñas,70221,Adulto,2
Antioquia,San Andrés,05647,Adulto,26
Casanare,Nunchía,85225,Mayor Mayor Entre 80-89 Años,6
Cundinamarca,Chía,25175,Mayor Joven Entre 60-69 Años,3
Cundinamarca,El Peñón,25258,Adulto,25
Valle Del Cauca,Guadalajara De Buga,76111,Nonagenario,6
Valle Del Cauca,Guacarí,76318,Adulto,3
Santander,Chima,68176,Mayor Adulto Entre 70-79 Años,3
Boyacá,San Luis De Gaceno,15667,Mayor Adulto Entre 70-79 Años,1
Tolima,Falán,73270,Mayor Mayor Entre 80-89 Años,5
Bolívar,Regidor,13580,Mayor Mayor Entre 80-89 Años,3
Antioquia,Concordia,05209,Mayor Mayor Entre 80-89 Años,0
Santander,Puente Nacional,68572,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Quetame,25594,Mayor Adulto Entre 70-79 Años,1
Antioquia,Guarne,05318,Mayor Mayor Entre 80-89 Años,6
Cundinamarca,Tibacuy,25805,Mayor Mayor Entre 80-89 Años,4
Casanare,Tauramena,85410,Centenario,1
Antioquia,Valdivia,05854,NoReporta,7
Antioquia,Chigorodó,05172,Mayor Mayor Entre 80-89 Años,44
Cundinamarca,Soacha,25754,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,San Pedro,76670,Mayor Mayor Entre 80-89 Años,6
Cundinamarca,San Cayetano,25653,Adulto,3
Nariño,Olaya Herrera,52490,Mayor Joven Entre 60-69 Años,26
Antioquia,Valdivia,05854,Adulto Joven,3
Cauca,Piendamó,19548,Mayor Joven Entre 60-69 Años,9
Nariño,Magüi,52427,Mayor Joven Entre 60-69 Años,18
Bolívar,Cicuco,13188,Mayor Joven Entre 60-69 Años,1
Caldas,La Merced,17388,Mayor Joven Entre 60-69 Años,8
Cundinamarca,Paratebueno,25530,Mayor Adulto Entre 70-79 Años,12
Valle Del Cauca,El Cairo,76246,Mayor Adulto Entre 70-79 Años,8
Atlántico,Sabanagrande,08634,Mayor Adulto Entre 70-79 Años,1
Cundinamarca,Guaduas,25320,Mayor Mayor Entre 80-89 Años,5
Bolívar,El Carmen De Bolívar,13244,Adulto Joven,1
Magdalena,Ariguaní,47058,Mayor Adulto Entre 70-79 Años,21
Meta,El Dorado,50270,Mayor Mayor Entre 80-89 Años,26
Córdoba,Chinú,23182,Mayor Mayor Entre 80-89 Años,1
Magdalena,Nueva Granada,47460,Adulto,10
Valle Del Cauca,Candelaria,76130,Mayor Joven Entre 60-69 Años,2
Cundinamarca,La Vega,25402,Mayor Joven Entre 60-69 Años,1
Norte Santander,Cucutilla,54223,Mayor Joven Entre 60-69 Años,1
Cundinamarca,Nimaima,25489,Mayor Joven Entre 60-69 Años,4
Atlántico,Baranoa,08078,Mayor Adulto Entre 70-79 Años,3
Norte Santander,Chitagá,54174,Adulto,15
Meta,Fuente De Oro,50287,Mayor Joven Entre 60-69 Años,26
Caldas,Belalcázar,17088,Mayor Adulto Entre 70-79 Años,1
Cundinamarca,Caparrapí,25148,Mayor Adulto Entre 70-79 Años,13
Tolima,Coyaima,73217,Mayor Mayor Entre 80-89 Años,21
Sucre,Morroa,70473,NoReporta,2
Santander,Albania,68020,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,Ubalá,25839,Nonagenario,8
Santander,Concepción,68207,NoReporta,1
Meta,Mapiripán,50325,NoReporta,15
Antioquia,Caramanta,05145,Mayor Mayor Entre 80-89 Años,4
Caldas,Filadelfia,17272,Mayor Mayor Entre 80-89 Años,6
Cauca,Totoró,19824,Adulto,11
Antioquia,Yolombó,05890,Mayor Mayor Entre 80-89 Años,7
Cauca,Rosas,19622,Adulto Joven,2
Norte Santander,Cachirá,54128,Mayor Adulto Entre 70-79 Años,25
Caldas,Aguadas,17013,Mayor Mayor Entre 80-89 Años,12
Cauca,Jambaló,19364,Mayor Adulto Entre 70-79 Años,4
Santander,Matanza,68444,Centenario,5
Chocó,Acandí,27006,NoReporta,2
Huila,Palestina,41530,Mayor Joven Entre 60-69 Años,5
Santander,La Paz,68397,Mayor Joven Entre 60-69 Años,1
Quindío,Pijao,63548,Mayor Joven Entre 60-69 Años,3
Antioquia,Peñol,05541,Mayor Mayor Entre 80-89 Años,2
Cundinamarca,El Peñón,25258,Mayor Mayor Entre 80-89 Años,5
Santander,Guavatá,68324,Mayor Adulto Entre 70-79 Años,1
Antioquia,San Pedro de Urabá,05665,NoReporta,26
Antioquia,Andes,05034,Mayor Joven Entre 60-69 Años,12
Cundinamarca,Junín,25372,Mayor Joven Entre 60-69 Años,2
Meta,Cubarral,50223,Mayor Mayor Entre 80-89 Años,9
Córdoba,Los Córdobas,23419,Mayor Mayor Entre 80-89 Años,4
Bolívar,Clemencia,13222,Mayor Joven Entre 60-69 Años,7
Antioquia,Remedios,05604,Nonagenario,5
Córdoba,Sahagún,23660,Mayor Joven Entre 60-69 Años,3
Tolima,Murillo,73461,Adulto Joven,3
Valle Del Cauca,Guadalajara De Buga,76111,Mayor Mayor Entre 80-89 Años,23
Antioquia,Santa Rosa De Osos,05686,Mayor Adulto Entre 70-79 Años,4
Cundinamarca,Sesquilé,25736,Mayor Adulto Entre 70-79 Años,1
Boyacá,Caldas,15131,Mayor Joven Entre 60-69 Años,1
Antioquia,Betania,05091,Mayor Adulto Entre 70-79 Años,15
Caldas,Risaralda,17616,Mayor Joven Entre 60-69 Años,6
Caldas,Supía,17777,Adulto,9
Boyacá,Panqueba,15522,Mayor Joven Entre 60-69 Años,1
Cundinamarca,Fomeque,25279,Adulto,3
Antioquia,Jardín,05364,Mayor Joven Entre 60-69 Años,2
Huila,Guadalupe,41319,Mayor Adulto Entre 70-79 Años,4
Huila,Villavieja,41872,Mayor Adulto Entre 70-79 Años,14
Norte Santander,Silos,54743,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,Candelaria,76130,Mayor Adulto Entre 70-79 Años,2
Norte Santander,Chitagá,54174,Mayor Joven Entre 60-69 Años,16
Antioquia,Olaya,05501,Mayor Joven Entre 60-69 Años,1
Tolima,Saldaña,73671,Mayor Joven Entre 60-69 Años,3
Córdoba,San Carlos,23678,Mayor Joven Entre 60-69 Años,1
Antioquia,Ciudad Bolívar,05101,Mayor Adulto Entre 70-79 Años,6
Magdalena,Pedraza,47541,Mayor Joven Entre 60-69 Años,3
Valle Del Cauca,Ulloa,76845,Mayor Adulto Entre 70-79 Años,2
Antioquia,Marinilla,05440,Mayor Adulto Entre 70-79 Años,1
Caldas,Marulanda,17446,Mayor Mayor Entre 80-89 Años,3
Cundinamarca,La Calera,25377,Mayor Adulto Entre 70-79 Años,0
Meta,Puerto Rico,50590,Nonagenario,6
Cauca,Puerto Tejada,19573,Mayor Mayor Entre 80-89 Años,6
Nariño,Mosquera,52473,Mayor Adulto Entre 70-79 Años,9
Antioquia,Apartadó,05045,Nonagenario,26
Bolívar,Pinillos,13549,Mayor Mayor Entre 80-89 Años,2
La Guajira,El Molino,44110,Nonagenario,6
Chocó,Acandí,27006,Mayor Mayor Entre 80-89 Años,16
Antioquia,Retiro,05607,Mayor Mayor Entre 80-89 Años,3
Antioquia,Campamento,05134,Adulto,9
Huila,Colombia,41206,Adulto,47
Norte Santander,Chitagá,54174,Mayor Mayor Entre 80-89 Años,5
Cauca,López,19418,Mayor Mayor Entre 80-89 Años,4
Quindío,Montenegro,63470,Mayor Adulto Entre 70-79 Años,1
Bolívar,San Cristóbal,13620,Mayor Mayor Entre 80-89 Años,2
Huila,Garzón,41298,Mayor Mayor Entre 80-89 Años,1
Huila,Saladoblanco,41660,Mayor Mayor Entre 80-89 Años,1
Santander,Galán,68296,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Agua De Dios,25001,Mayor Joven Entre 60-69 Años,2
Chocó,Acandí,27006,Centenario,1
Bolívar,El Guamo,13248,Mayor Mayor Entre 80-89 Años,11
Córdoba,Ciénaga De Oro,23189,Mayor Mayor Entre 80-89 Años,2
Chocó,El Cantón Del San Pablo,27135,Mayor Mayor Entre 80-89 Años,1
Sucre,Santiago De Tolú,70820,Nonagenario,2
Nariño,Tangua,52788,Adulto,85
Santander,Guadalupe,68320,Mayor Joven Entre 60-69 Años,1
Boyacá,Guouicán,15332,Nonagenario,2
Boyacá,Labranzagrande,15377,Mayor Mayor Entre 80-89 Años,3
Boyacá,San Mateo,15673,Adulto,7
Cundinamarca,Quebradanegra,25592,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,El Colegio,25245,Mayor Joven Entre 60-69 Años,1
Boyacá,Paya,15533,Mayor Mayor Entre 80-89 Años,2
Chocó,Sipí,27745,Mayor Mayor Entre 80-89 Años,1
Quindío,La Tebaida,63401,Mayor Joven Entre 60-69 Años,2
Magdalena,Algarrobo,47030,Mayor Mayor Entre 80-89 Años,5
Bolívar,Cartagena,13001,NoReporta,100
Chocó,Sipí,27745,Adulto,8
Cundinamarca,San Bernardo,25649,Mayor Joven Entre 60-69 Años,2
Cauca,Silvia,19743,Mayor Adulto Entre 70-79 Años,3
Boyacá,Ramiriquí,15599,Mayor Joven Entre 60-69 Años,1
Antioquia,Uramita,05842,Mayor Mayor Entre 80-89 Años,1
Caquetá,Curillo,18205,Mayor Adulto Entre 70-79 Años,38
Atlántico,Soledad,08758,Mayor Joven Entre 60-69 Años,7
Huila,Neiva,41001,Mayor Mayor Entre 80-89 Años,7
Antioquia,Segovia,05736,Centenario,3
Boyacá,Otanche,15507,Adulto Joven,1
Norte Santander,Salazar,54660,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,La Vega,25402,Mayor Adulto Entre 70-79 Años,1
Sucre,Palmito,70523,Mayor Adulto Entre 70-79 Años,1
Nariño,Sandoná,52683,Mayor Joven Entre 60-69 Años,0
Valle Del Cauca,Ginebra,76306,Adulto,21
Cundinamarca,Uutica,25851,Mayor Adulto Entre 70-79 Años,1
Valle Del Cauca,La Unión,76400,NoReporta,5
Boyacá,Maripí,15442,Mayor Joven Entre 60-69 Años,1
Chocó,Carmen del Darién,27150,Mayor Mayor Entre 80-89 Años,17
Cauca,Piamonte,19533,Mayor Mayor Entre 80-89 Años,21
Valle Del Cauca,Toro,76823,Mayor Adulto Entre 70-79 Años,1
Magdalena,Pivijay,47551,Adulto Joven,5
Magdalena,Nueva Granada,47460,Mayor Mayor Entre 80-89 Años,4
Boyacá,San Luis De Gaceno,15667,Mayor Mayor Entre 80-89 Años,4
Bolívar,Tiquisio,13810,Mayor Mayor Entre 80-89 Años,14
Bolívar,San Cristóbal,13620,Mayor Joven Entre 60-69 Años,4
Santander,Suratá,68780,Mayor Joven Entre 60-69 Años,8
Boyacá,Soatá,15753,Mayor Mayor Entre 80-89 Años,1
Quindío,Circasia,63190,Mayor Adulto Entre 70-79 Años,1
Antioquia,Puerto Nare,05585,Nonagenario,1
Cundinamarca,Guayabal De Siquima,25328,Mayor Mayor Entre 80-89 Años,2
Tolima,Casabianca,73152,Mayor Adulto Entre 70-79 Años,10
Meta,Castilla La Nueva,50150,Mayor Joven Entre 60-69 Años,1
Bolívar,Mahates,13433,Mayor Adulto Entre 70-79 Años,19
Bogotá D.C.,Bogotá,11001,NoReporta,10
Valle Del Cauca,Roldanillo,76622,Mayor Adulto Entre 70-79 Años,4
Cundinamarca,Tabio,25785,Mayor Joven Entre 60-69 Años,1
Bolívar,Calamar,13140,NoReporta,1
Cesar,Astrea,20032,Mayor Mayor Entre 80-89 Años,5
Antioquia,MEDELLÍN,05001,Centenario,2
Cundinamarca,Gachalá,25293,Mayor Mayor Entre 80-89 Años,2
Chocó,Unguía,27800,Nonagenario,10
Antioquia,Anza,05044,Mayor Adulto Entre 70-79 Años,2
Chocó,Medio San Juan,27450,Mayor Joven Entre 60-69 Años,7
Nariño,Cumbal,52227,Adulto,15
Meta,Cabuyaro,50124,Mayor Mayor Entre 80-89 Años,4
Bolívar,San Estanislao,13647,Mayor Mayor Entre 80-89 Años,18
Caldas,Manzanares,17433,Mayor Joven Entre 60-69 Años,14
Cauca,La Vega,19397,Mayor Joven Entre 60-69 Años,83
Boyacá,Otanche,15507,Mayor Mayor Entre 80-89 Años,6
Antioquia,Abejorral,05002,NoReporta,11
Antioquia,Envigado,05266,Mayor Joven Entre 60-69 Años,6
Bolívar,Montecristo,13458,Mayor Mayor Entre 80-89 Años,9
Cundinamarca,Tocaima,25815,Mayor Adulto Entre 70-79 Años,3
Boyacá,Briceño,15106,Mayor Joven Entre 60-69 Años,4
